-0.5,-0.5,-0.75,1.6232314149590704e-08
-0.5,-0.5,-0.6,1.0429373015945826e-07
-0.5,-0.5,-0.45,-6.827906721818858e-08
-0.5,-0.5,-0.3,1.841835604909799e-07
-0.5,-0.5,-0.15,3.9146224457342524e-07
-0.5,-0.5,0.0,5.056900815710057e-07
-0.5,-0.5,0.15,2.958664386779963e-07
-0.5,-0.5,0.3,1.088272979795745e-07
-0.5,-0.5,0.45,2.4380353467461596e-08
-0.5,-0.5,0.6,5.2900921185646735e-09
-0.5,-0.5,0.75,-1.3467384121436613e-09
-0.5,-0.4,-0.75,4.883729577702754e-08
-0.5,-0.4,-0.6,3.905004218465788e-07
-0.5,-0.4,-0.45,-6.732260000762546e-07
-0.5,-0.4,-0.3,-1.1153381382158284e-07
-0.5,-0.4,-0.15,-1.2347286289965687e-07
-0.5,-0.4,0.0,-8.313956014688624e-08
-0.5,-0.4,0.15,-5.171465688235547e-08
-0.5,-0.4,0.3,-1.200928887544378e-08
-0.5,-0.4,0.45,-1.1822167134833969e-08
-0.5,-0.4,0.6,7.550441628767217e-09
-0.5,-0.4,0.75,-1.457973076159844e-08
-0.5,-0.3,-0.75,5.069346151790908e-08
-0.5,-0.3,-0.6,2.2388285759239703e-06
-0.5,-0.3,-0.45,-2.2763274763801398e-06
-0.5,-0.3,-0.3,-6.846540643087653e-07
-0.5,-0.3,-0.15,-6.466568863880713e-07
-0.5,-0.3,0.0,1.2447930683701883e-07
-0.5,-0.3,0.15,2.6377541437137507e-08
-0.5,-0.3,0.3,3.9764541709403264e-08
-0.5,-0.3,0.45,-4.6903498500294465e-08
-0.5,-0.3,0.6,2.6353677477505154e-08
-0.5,-0.3,0.75,-5.9276645904393904e-08
-0.5,-0.2,-0.75,1.2770739780023883e-07
-0.5,-0.2,-0.6,-1.2545762196377106e-06
-0.5,-0.2,-0.45,-4.432849004699126e-06
-0.5,-0.2,-0.3,-2.5590560992279936e-06
-0.5,-0.2,-0.15,-2.9608066958963653e-06
-0.5,-0.2,0.0,-2.42295564991867e-07
-0.5,-0.2,0.15,-5.162701960590018e-07
-0.5,-0.2,0.3,-4.617491349061446e-08
-0.5,-0.2,0.45,-2.2897801965550958e-07
-0.5,-0.2,0.6,1.0593652770907485e-07
-0.5,-0.2,0.75,-1.4940760363864034e-07
-0.5,-0.1,-0.75,3.113789909049822e-07
-0.5,-0.1,-0.6,6.5253754090520776e-06
-0.5,-0.1,-0.45,-4.177719614598263e-06
-0.5,-0.1,-0.3,-4.150751129725714e-06
-0.5,-0.1,-0.15,-4.553260033135412e-06
-0.5,-0.1,0.0,2.0755230991387e-07
-0.5,-0.1,0.15,2.449410040719556e-07
-0.5,-0.1,0.3,1.5859147517193645e-06
-0.5,-0.1,0.45,6.862942251494514e-07
-0.5,-0.1,0.6,6.384891092952298e-07
-0.5,-0.1,0.75,-2.3016580675033205e-07
-0.5,-0.0,-0.75,1.4268879882169176e-06
-0.5,-0.0,-0.6,2.5879967073171415e-05
-0.5,-0.0,-0.45,5.746825451527588e-06
-0.5,-0.0,-0.3,1.919177978458458e-05
-0.5,0.0,-0.15,4.402436356343144e-05
-0.5,0.0,-0.0,6.145148082002112e-05
-0.5,0.0,0.15,5.095093525625403e-05
-0.5,0.0,0.3,3.079427536580049e-05
-0.5,0.0,0.45,1.1937797188808834e-05
-0.5,-0.0,0.6,3.853629771735538e-06
-0.5,-0.0,0.75,1.0753442959330495e-07
-0.5,0.1,-0.75,1.1709918101751686e-06
-0.5,0.1,-0.6,8.243786111798512e-06
-0.5,0.1,-0.45,4.071865973923494e-05
-0.5,0.1,-0.3,0.0001319110139972007
-0.5,0.1,-0.15,0.0002560270179889945
-0.5,0.1,-0.0,0.0003074355559779733
-0.5,0.1,0.15,0.00023546836920472684
-0.5,0.1,0.3,0.00011944929578113174
-0.5,0.1,0.45,4.0783651238424406e-05
-0.5,0.1,0.6,9.794217432441048e-06
-0.5,0.1,0.75,1.603762644073174e-06
-0.5,0.2,-0.75,1.6797288298013021e-06
-0.5,0.2,-0.6,1.5219412393239967e-05
-0.5,0.2,-0.45,7.97201247702158e-05
-0.5,0.2,-0.3,0.0002549201720769671
-0.5,0.2,-0.15,0.000480768656197579
-0.5,0.2,-0.0,0.0005500229120500104
-0.5,0.2,0.15,0.0003939164972960908
-0.5,0.2,0.3,0.0001818192730564449
-0.5,0.2,0.45,5.584701729549146e-05
-0.5,0.2,0.6,1.1753810022779442e-05
-0.5,0.2,0.75,1.934387138648818e-06
-0.5,0.3,-0.75,1.408672111328663e-06
-0.5,0.3,-0.6,1.2154424219736775e-05
-0.5,0.3,-0.45,7.206973169578596e-05
-0.5,0.3,-0.3,0.00022782836021254964
-0.5,0.3,-0.15,0.0004185184389420154
-0.5,0.3,-0.0,0.0004590862832108908
-0.5,0.3,0.15,0.00030950883459552946
-0.5,0.3,0.3,0.00013243097647720306
-0.5,0.3,0.45,3.7158874257744926e-05
-0.5,0.3,0.6,7.13758426319676e-06
-0.5,0.3,0.75,1.0517304198418865e-06
-0.5,0.4,-0.75,7.185902261176674e-07
-0.5,0.4,-0.6,7.726693761528596e-06
-0.5,0.4,-0.45,3.565038139348205e-05
-0.5,0.4,-0.3,0.00010963082680483932
-0.5,0.4,-0.15,0.00019450771761277653
-0.5,0.4,0.0,0.00020368961055155404
-0.5,0.4,0.15,0.00012972829009495648
-0.5,0.4,0.3,5.1764790447664436e-05
-0.5,0.4,0.45,1.3440561722225615e-05
-0.5,0.4,0.6,2.3405692770941663e-06
-0.5,0.4,0.75,3.4824086123473083e-07
-0.5,0.5,-0.75,2.744205678966961e-07
-0.5,0.5,-0.6,1.71873244932323e-06
-0.5,0.5,-0.45,9.778260162894781e-06
-0.5,0.5,-0.3,2.883567874926414e-05
-0.5,0.5,-0.15,4.965680637085131e-05
-0.5,0.5,0.0,5.012244608972626e-05
-0.5,0.5,0.15,3.0290938355339624e-05
-0.5,0.5,0.3,1.138789136274625e-05
-0.5,0.5,0.45,2.739311414974831e-06
-0.5,0.5,0.6,4.5977285153719265e-07
-0.5,0.5,0.75,4.776303452297513e-08
-0.4,-0.5,-0.75,4.715583973743594e-09
-0.4,-0.5,-0.6,1.3514761724160262e-08
-0.4,-0.5,-0.45,8.502851537363433e-07
-0.4,-0.5,-0.3,2.188991650972367e-06
-0.4,-0.5,-0.15,3.5449406258013173e-06
-0.4,-0.5,0.0,3.3107422017718736e-06
-0.4,-0.5,0.15,1.9389353000326073e-06
-0.4,-0.5,0.3,7.098458075657476e-07
-0.4,-0.5,0.45,1.693390833051782e-07
-0.4,-0.5,0.6,2.702616792687752e-08
-0.4,-0.5,0.75,5.491340681829039e-09
-0.4,-0.4,-0.75,-5.1405843351459556e-08
-0.4,-0.4,-0.6,-6.006261951191598e-07
-0.4,-0.4,-0.45,3.026841642700606e-07
-0.4,-0.4,-0.3,-3.0155940117509786e-07
-0.4,-0.4,-0.15,-5.934433834223402e-07
-0.4,-0.4,0.0,-6.198077160020956e-07
-0.4,-0.4,0.15,-3.831713732207298e-07
-0.4,-0.4,0.3,-1.558395685367789e-07
-0.4,-0.4,0.45,-3.807872502267699e-08
-0.4,-0.4,0.6,-1.324917114745213e-08
-0.4,-0.4,0.75,1.0613392997650053e-08
-0.4,-0.3,-0.75,-8.038004816164665e-08
-0.4,-0.3,-0.6,-2.9134915277346944e-06
-0.4,-0.3,-0.45,1.2077592585760272e-06
-0.4,-0.3,-0.3,-8.287261662512473e-07
-0.4,-0.3,-0.15,-3.089798309898981e-06
-0.4,-0.3,0.0,-5.419386503234397e-06
-0.4,-0.3,0.15,-4.668494067223035e-06
-0.4,-0.3,0.3,-2.3513515935502475e-06
-0.4,-0.3,0.45,-6.761986818637214e-07
-0.4,-0.3,0.6,-1.1906946043944376e-07
-0.4,-0.3,0.75,3.5135567532796345e-08
-0.4,-0.2,-0.75,-1.517021100335099e-08
-0.4,-0.2,-0.6,6.740750353660098e-07
-0.4,-0.2,-0.45,-1.8304027173556735e-06
-0.4,-0.2,-0.3,-2.091998209823058e-05
-0.4,-0.2,-0.15,-5.446704503052204e-05
-0.4,-0.2,-0.0,-7.839148016043907e-05
-0.4,-0.2,0.15,-6.18428747159284e-05
-0.4,-0.2,0.3,-2.7427915376373696e-05
-0.4,-0.2,0.45,-6.163592588590086e-06
-0.4,-0.2,0.6,-3.3454701521256934e-07
-0.4,-0.2,0.75,2.734710493962293e-07
-0.4,-0.1,-0.75,4.012909661748108e-07
-0.4,-0.1,-0.6,-7.711484775575918e-06
-0.4,-0.1,-0.45,-4.935102712602178e-06
-0.4,-0.1,-0.3,-5.8615823263717784e-05
-0.4,-0.1,-0.15,-0.0001756520912241824
-0.4,-0.1,0.0,-0.0002442255031858251
-0.4,-0.1,0.15,-0.00016077315907660466
-0.4,-0.1,0.3,-3.771408373370064e-05
-0.4,-0.1,0.45,1.1925282765271345e-05
-0.4,-0.1,0.6,1.0604950323433989e-05
-0.4,-0.1,0.75,3.5870243581910336e-06
-0.4,-0.0,-0.75,3.2196886779601044e-06
-0.4,-0.0,-0.6,-4.609515254297102e-06
-0.4,-0.0,-0.45,0.00011516271479265309
-0.4,-0.0,-0.3,0.00030431002637383646
-0.4,-0.0,-0.15,0.000495689073379213
-0.4,-0.0,-0.0,0.0005988424185353254
-0.4,0.0,0.15,0.0005864493254313153
-0.4,-0.0,0.3,0.00042311578801320726
-0.4,-0.0,0.45,0.00020493896489660917
-0.4,-0.0,0.6,6.530907236673529e-05
-0.4,-0.0,0.75,1.5022616173529219e-05
-0.4,0.1,-0.75,1.164554901815729e-05
-0.4,0.1,-0.6,8.494884360449751e-05
-0.4,0.1,-0.45,0.00047427272200863677
-0.4,0.1,-0.3,0.0014914699019411928
-0.4,0.1,-0.15,0.0028310820396820185
-0.4,0.1,0.0,0.003400193866026607
-0.4,0.1,0.15,0.002688049971053678
-0.4,0.1,0.3,0.0014307425253054856
-0.4,0.1,0.45,0.0005198331408511008
-0.4,0.1,0.6,0.00013110784655911528
-0.4,0.1,0.75,2.47321651720757e-05
-0.4,0.2,-0.75,1.4662139769930069e-05
-0.4,0.2,-0.6,0.0001237941182863091
-0.4,0.2,-0.45,0.0006947629111002178
-0.4,0.2,-0.3,0.0022350981046636072
-0.4,0.2,-0.15,0.004237508457422931
-0.4,0.2,0.0,0.004894339871980293
-0.4,0.2,0.15,0.0035618160719310572
-0.4,0.2,0.3,0.0016844062347780358
-0.4,0.2,0.45,0.0005333349524332551
-0.4,0.2,0.6,0.00011690890678288265
