-0.48,-0.00023328508738414987
-0.43,0.000408638410847411
-0.38,-0.0009002194480479625
-0.33,0.001465245745902883
-0.29,-0.0004520800006334889
-0.24,-7.445263276975768e-05
-0.19,-0.030851196889237986
-0.14,-0.04140809896448996
-0.1,0.014243934704549014
-0.05,-0.016195885722406548
0.0,0.03091272424037307
0.05,-0.06703560811926741
0.1,0.1413663349069592
0.14,-0.3404555785589902
0.19,0.8806583968501988
0.24,0.2813754996867339
0.29,0.02702203466960533
0.33,0.006756247980685535
0.38,-0.0037020857346999137
0.43,0.0005004361824446303
0.48,1.2421962713888082e-05
