Eigen Values: 
281.8680599915182
467.64901124503444
947.4930224809816
1048.7501731792418
1164.0060529909679
1365.2935536391253
1413.9186452901279
1447.6076789849358
1549.0995855903645
1627.2876854443905
1672.4497066987576
1728.244443929815
1794.9375329087245
1816.14397045714
1848.0831368325864
1914.250968771317
1958.9847160876395
2119.6044397819805
2146.5833763910614
